u,v,w,p,q,r,p_dot,q_dot,r_dot,lat,lon,alt,aileron,elevator,rudder
685.12,-4.1991,68.483,-0.0076925,0.0086262,0.0074536,0.025712,0.0032698,-0.0077859,37.816,-101.15,33443,0.1267,0,-0.18883
685.44,-4.297,68.497,-0.0071775,0.0086916,0.0072961,0.025792,0.0032726,-0.0079645,37.816,-101.15,33436,0.1267,0,-0.18883
685.75,-4.392,68.511,-0.006661,0.0087571,0.0071351,0.025854,0.0032744,-0.0081374,37.816,-101.15,33429,0.1267,0,-0.18883
686.06,-4.484,68.525,-0.0061434,0.0088226,0.0069707,0.0259,0.0032753,-0.0083045,37.816,-101.15,33422,0.1267,0,-0.18883
686.38,-4.5731,68.54,-0.0056251,0.0088881,0.006803,0.025927,0.0032753,-0.0084658,37.816,-101.15,33415,0.1267,0,-0.18883
686.69,-4.6591,68.555,-0.0051065,0.0089536,0.0066321,0.025938,0.0032743,-0.0086211,37.816,-101.14,33408,0.1267,0,-0.18883
687,-4.742,68.571,-0.0045878,0.0090191,0.0064582,0.025931,0.0032723,-0.0087704,37.816,-101.14,33401,0.1267,0,-0.18883
687.32,-4.8218,68.586,-0.0040694,0.0090845,0.0062814,0.025907,0.0032694,-0.0089135,37.816,-101.14,33394,0.1267,0,-0.18883
687.63,-4.8984,68.603,-0.0035516,0.0091498,0.0061017,0.025865,0.0032656,-0.0090505,37.816,-101.14,33387,0.1267,0,-0.18883
687.94,-4.9718,68.619,-0.0030349,0.0092151,0.0059194,0.025806,0.0032609,-0.0091811,37.816,-101.14,33380,0.1267,0,-0.18883
688.25,-5.042,68.636,-0.0025195,0.0092803,0.0057346,0.02573,0.0032553,-0.0093054,37.816,-101.14,33373,0.1267,0,-0.18883
688.56,-5.1088,68.653,-0.0020058,0.0093453,0.0055473,0.025637,0.0032487,-0.0094232,37.816,-101.14,33366,0.1267,0,-0.18883
688.88,-5.1723,68.671,-0.0014942,0.0094102,0.0053577,0.025528,0.0032413,-0.0095345,37.816,-101.14,33359,0.1267,0,-0.18883
689.19,-5.2325,68.689,-0.00098485,0.0094749,0.005166,0.025401,0.003233,-0.0096392,37.816,-101.14,33352,0.1267,0,-0.18883
689.5,-5.2893,68.707,-0.00047825,0.0095395,0.0049722,0.025258,0.0032239,-0.0097374,37.816,-101.14,33345,0.1267,0,-0.18883
689.81,-5.3426,68.726,2.53E-05,0.0096039,0.0047766,0.025095,0.0032139,-0.0098287,37.816,-101.14,33338,0.1267,0,-0.18883
690.12,-5.3926,68.745,0.00052487,0.0096681,0.0045792,0.024859,0.0032021,-0.0099113,37.816,-101.14,33331,0.1267,0,-0.18883
690.43,-5.4391,68.764,0.0010196,0.009732,0.0043802,0.024608,0.0031895,-0.0099871,37.816,-101.14,33324,0.1267,0,-0.18883
690.75,-5.4821,68.784,0.0015091,0.0097956,0.0041798,0.024343,0.0031762,-0.010056,37.816,-101.14,33317,0.1267,0,-0.18883
691.06,-5.5216,68.804,0.0019931,0.009859,0.003978,0.024063,0.0031621,-0.010118,37.816,-101.14,33310,0.1267,0,-0.18883
691.37,-5.5577,68.824,0.0024715,0.0099221,0.0037751,0.023769,0.0031473,-0.010173,37.816,-101.14,33303,0.1267,0,-0.18883
691.68,-5.5902,68.844,0.0029438,0.0099849,0.0035712,0.023461,0.0031318,-0.010222,37.816,-101.14,33296,0.1267,0,-0.18883
691.99,-5.6192,68.865,0.0034098,0.010047,0.0033663,0.023139,0.0031157,-0.010263,37.816,-101.14,33289,0.1267,0,-0.18883
692.3,-5.6447,68.886,0.0038692,0.01011,0.0031607,0.022803,0.0030989,-0.010298,37.816,-101.14,33282,0.1267,0,-0.18883
692.61,-5.6667,68.907,0.0043218,0.010171,0.0029545,0.022455,0.0030815,-0.010325,37.816,-101.14,33274,0.1267,0,-0.18883
692.92,-5.6852,68.929,0.0047673,0.010233,0.0027478,0.022093,0.0030635,-0.010346,37.816,-101.14,33267,0.1267,0,-0.18883
693.23,-5.7001,68.951,0.0052054,0.010294,0.0025407,0.021718,0.0030451,-0.01036,37.816,-101.14,33260,0.1267,0,-0.18883
693.54,-5.7116,68.973,0.0056359,0.010355,0.0023335,0.021331,0.003026,-0.010367,37.816,-101.14,33253,0.1267,0,-0.18883
693.85,-5.7195,68.995,0.0060586,0.010415,0.0021261,0.020932,0.0030066,-0.010367,37.816,-101.14,33246,0.1267,0,-0.18883
694.16,-5.7239,69.018,0.0064731,0.010475,0.0019189,0.020521,0.0029867,-0.01036,37.816,-101.14,33239,0.1267,0,-0.18883
694.46,-5.7248,69.041,0.0068793,0.010534,0.0017118,0.020098,0.0029663,-0.010346,37.816,-101.14,33232,0.1267,0,-0.18883
694.77,-5.7223,69.064,0.007277,0.010593,0.0015051,0.019664,0.0029456,-0.010325,37.816,-101.14,33225,0.1267,0,-0.18883
695.08,-5.7163,69.087,0.0076658,0.010652,0.0012989,0.019219,0.0029246,-0.010298,37.816,-101.14,33218,0.1267,0,-0.18883
695.39,-5.7068,69.111,0.0080456,0.01071,0.0010933,0.018764,0.0029032,-0.010264,37.816,-101.14,33211,0.1267,0,-0.18883
695.7,-5.6939,69.134,0.0084163,0.010768,0.00088842,0.018298,0.0028816,-0.010223,37.816,-101.14,33204,0.1267,0,-0.18883
696.01,-5.6777,69.158,0.0087794,0.010826,0.00068438,0.018051,0.0028637,-0.010183,37.816,-101.14,33197,0.1267,0,-0.18883
696.32,-5.658,69.182,0.0091385,0.010883,0.00048117,0.017853,0.0028465,-0.010139,37.816,-101.14,33190,0.1267,0,-0.18883
696.62,-5.6349,69.206,0.0094934,0.01094,0.00027891,0.017639,0.002829,-0.010088,37.816,-101.14,33183,0.1267,0,-0.18883
696.93,-5.6084,69.231,0.0098439,0.010996,7.77E-05,0.017409,0.0028112,-0.010031,37.816,-101.14,33176,0.1267,0,-0.18883
697.24,-5.5786,69.255,0.010189,0.011052,-0.00012222,0.017013,0.0027906,-0.0099626,37.816,-101.14,33169,0.1267,0,-0.18883
697.55,-5.5455,69.28,0.010524,0.011108,-0.00032069,0.016511,0.0027683,-0.0098844,37.816,-101.14,33162,0.1267,0,-0.18883
697.85,-5.5091,69.305,0.010849,0.011163,-0.00051752,0.015999,0.0027458,-0.0097997,37.815,-101.14,33155,0.1267,0,-0.18883
698.16,-5.4695,69.33,0.011164,0.011217,-0.0007126,0.015477,0.0027232,-0.0097088,37.815,-101.14,33148,0.1267,0,-0.18883
698.47,-5.4267,69.355,0.011468,0.011272,-0.0009058,0.014947,0.0027007,-0.0096115,37.815,-101.14,33141,0.1267,0,-0.18883
698.77,-5.3808,69.38,0.011762,0.011326,-0.001097,0.014408,0.0026781,-0.009508,37.815,-101.14,33134,0.1267,0,-0.18883
699.08,-5.3317,69.405,0.012044,0.011379,-0.001286,0.013861,0.0026555,-0.0093984,37.815,-101.14,33127,0.1267,0,-0.18883
699.39,-5.2796,69.43,0.012316,0.011432,-0.0014728,0.013305,0.002633,-0.0092827,37.815,-101.14,33120,0.1267,0,-0.18883
699.69,-5.2244,69.456,0.012576,0.011484,-0.0016573,0.012743,0.0026105,-0.0091611,37.815,-101.14,33113,0.1267,0,-0.18883
700,-5.1663,69.481,0.012826,0.011536,-0.0018392,0.012174,0.0025882,-0.0090337,37.815,-101.14,33106,0.1267,0,-0.18883
700.3,-5.1052,69.507,0.013063,0.011588,-0.0020186,0.011598,0.002566,-0.0089005,37.815,-101.14,33099,0.1267,0,-0.18883
700.61,-5.0413,69.533,0.013289,0.011639,-0.0021952,0.011015,0.002544,-0.0087617,37.815,-101.14,33092,0.1267,0,-0.18883
700.92,-4.9746,69.558,0.013504,0.011689,-0.002369,0.010427,0.0025222,-0.0086173,37.815,-101.14,33085,0.1267,0,-0.18883
701.22,-4.9051,69.584,0.013706,0.01174,-0.0025398,0.0098342,0.0025006,-0.0084676,37.815,-101.14,33078,0.1267,0,-0.18883
701.53,-4.8329,69.61,0.013897,0.011789,-0.0027076,0.009236,0.0024792,-0.0083125,37.815,-101.14,33071,0.1267,0,-0.18883
701.83,-4.7581,69.636,0.014076,0.011839,-0.0028722,0.0086334,0.0024581,-0.0081522,37.815,-101.14,33064,0.1267,0,-0.18883
702.14,-4.6807,69.661,0.014242,0.011888,-0.0030336,0.0080267,0.0024374,-0.0079869,37.815,-101.14,33057,0.1267,0,-0.18883
702.44,-4.6008,69.687,0.014397,0.011936,-0.0031916,0.0074164,0.0024169,-0.0078166,37.815,-101.14,33050,0.1267,0,-0.18883
702.74,-4.5184,69.713,0.014539,0.011984,-0.0033462,0.0068029,0.0023968,-0.0076415,37.815,-101.14,33043,0.1267,0,-0.18883
703.05,-4.4336,69.739,0.014669,0.012032,-0.0034972,0.0061867,0.0023771,-0.0074618,37.815,-101.14,33036,0.1267,0,-0.18883
703.35,-4.3466,69.764,0.014786,0.01208,-0.0036446,0.0055682,0.0023577,-0.0072775,37.815,-101.14,33029,0.1267,0,-0.18883
703.66,-4.2573,69.79,0.014892,0.012127,-0.0037883,0.0049478,0.0023388,-0.0070888,37.815,-101.14,33022,0.1267,0,-0.18883
703.96,-4.1658,69.816,0.014984,0.012173,-0.0039281,0.004326,0.0023203,-0.0068959,37.815,-101.14,33015,0.1267,0,-0.18883
704.26,-4.0722,69.842,0.015065,0.012219,-0.004064,0.0037032,0.0023022,-0.0066989,37.815,-101.14,33008,0.1267,0,-0.18883
704.57,-3.9766,69.867,0.015132,0.012265,-0.004196,0.0030799,0.0022846,-0.0064979,37.815,-101.14,33001,0.1267,0,-0.18883
704.87,-3.879,69.893,0.015188,0.012311,-0.0043239,0.0024565,0.0022674,-0.0062931,37.815,-101.14,32994,0.1267,0,-0.18883
705.17,-3.7796,69.918,0.015231,0.012356,-0.0044477,0.0018335,0.0022507,-0.0060846,37.815,-101.14,32987,0.1267,0,-0.18883
705.48,-3.6783,69.944,0.015261,0.012401,-0.0045672,0.0012112,0.0022345,-0.0058726,37.815,-101.14,32980,0.1267,0,-0.18883
705.78,-3.5754,69.969,0.015279,0.012445,-0.0046825,0.00059018,0.0022188,-0.0056573,37.815,-101.14,32973,0.1267,0,-0.18883
706.08,-3.4708,69.994,0.015285,0.01249,-0.0047935,-2.92E-05,0.0022037,-0.0054388,37.815,-101.14,32966,0.1267,0,-0.18883
706.38,-3.3646,70.02,0.015278,0.012533,-0.0049,-0.0006464,0.002189,-0.0052173,37.815,-101.14,32959,0.1267,0,-0.18883
706.68,-3.2569,70.045,0.015259,0.012577,-0.0050021,-0.0012611,0.0021749,-0.0049929,37.815,-101.14,32951,0.1267,0,-0.18883
706.99,-3.1479,70.07,0.015228,0.01262,-0.0050997,-0.0018728,0.0021613,-0.0047659,37.815,-101.14,32944,0.1267,0,-0.18883
707.29,-3.0375,70.095,0.015184,0.012664,-0.0051927,-0.0024811,0.0021482,-0.0045363,37.815,-101.14,32937,0.1267,0,-0.18883
707.59,-2.9259,70.12,0.015128,0.012706,-0.0052811,-0.0030856,0.0021357,-0.0043044,37.815,-101.14,32930,0.1267,0,-0.18883
707.89,-2.8131,70.145,0.015061,0.012749,-0.0053648,-0.0036858,0.0021237,-0.0040702,37.815,-101.14,32923,0.1267,0,-0.18883
708.19,-2.6993,70.169,0.014981,0.012791,-0.0054438,-0.0042814,0.0021122,-0.0038341,37.815,-101.14,32916,0.1267,0,-0.18883
708.49,-2.5845,70.194,0.014889,0.012833,-0.0055181,-0.0048718,0.0021012,-0.0035962,37.815,-101.14,32909,0.1267,0,-0.18883
708.79,-2.4688,70.219,0.014786,0.012875,-0.0055876,-0.0054568,0.0020908,-0.0033566,37.815,-101.14,32902,0.1267,0,-0.18883
709.09,-2.3523,70.243,0.014671,0.012917,-0.0056523,-0.0060358,0.0020809,-0.0031155,37.815,-101.14,32895,0.1267,0,-0.18883
709.39,-2.2351,70.267,0.014545,0.012959,-0.0057122,-0.0066085,0.0020716,-0.002873,37.815,-101.14,32888,0.1267,0,-0.18883
709.69,-2.1172,70.291,0.014407,0.013,-0.0057672,-0.0071745,0.0020627,-0.0026295,37.815,-101.14,32881,0.1267,0,-0.18883
709.99,-1.9988,70.316,0.014258,0.013041,-0.0058173,-0.0077334,0.0020543,-0.002385,37.815,-101.14,32874,0.1267,0,-0.18883
710.29,-1.8799,70.34,0.014097,0.013082,-0.0058626,-0.0082848,0.0020465,-0.0021398,37.815,-101.14,32867,0.1267,0,-0.18883
710.59,-1.7607,70.363,0.013926,0.013123,-0.0059029,-0.0088283,0.0020391,-0.0018939,37.815,-101.14,32860,0.1267,0,-0.18883
710.89,-1.6411,70.387,0.013744,0.013164,-0.0059383,-0.0093635,0.0020322,-0.0016476,37.815,-101.14,32853,0.1267,0,-0.18883
711.19,-1.5214,70.411,0.013552,0.013204,-0.0059688,-0.0098902,0.0020257,-0.0014011,37.815,-101.14,32846,0.1267,0,-0.18883
711.49,-1.4015,70.434,0.013349,0.013245,-0.0059943,-0.010408,0.0020197,-0.0011546,37.815,-101.14,32839,0.1267,0,-0.18883
711.78,-1.2817,70.458,0.013136,0.013285,-0.0060149,-0.010916,0.0020141,-0.00090813,37.815,-101.14,32832,0.1267,0,-0.18883
712.08,-1.1618,70.481,0.012912,0.013325,-0.0060306,-0.011415,0.002009,-0.00066198,37.815,-101.14,32825,0.1267,0,-0.18883
712.38,-1.0422,70.504,0.012679,0.013365,-0.0060414,-0.011903,0.0020042,-0.00041632,37.815,-101.14,32818,0.1267,0,-0.18883
712.68,-0.92275,70.527,0.012436,0.013405,-0.0060472,-0.012382,0.0019998,-0.00017131,37.815,-101.14,32811,0.1267,0,-0.18883
712.97,-0.80364,70.55,0.012184,0.013445,-0.0060482,-0.012849,0.0019958,7.29E-05,37.815,-101.14,32804,0.1267,0,-0.18883
713.27,-0.68493,70.573,0.011922,0.013485,-0.0060443,-0.013306,0.0019922,0.00031603,37.815,-101.14,32797,0.1267,0,-0.18883
713.57,-0.56672,70.596,0.011652,0.013525,-0.0060355,-0.013751,0.0019889,0.00055802,37.815,-101.14,32790,0.1267,0,-0.18883
713.87,-0.44907,70.619,0.011372,0.013565,-0.0060219,-0.014185,0.0019859,0.00079864,37.815,-101.14,32783,0.1267,0,-0.18883
714.16,-0.33208,70.641,0.011084,0.013605,-0.0060035,-0.014607,0.0019831,0.0010377,37.815,-101.14,32776,0.1267,0,-0.18883
714.46,-0.21584,70.664,0.010788,0.013644,-0.0059804,-0.015016,0.0019807,0.0012751,37.815,-101.14,32769,0.1267,0,-0.18883
714.75,-0.10041,70.686,0.010484,0.013684,-0.0059525,-0.015414,0.0019785,0.0015107,37.815,-101.14,32762,0.1267,0,-0.18883
715.05,0.014114,70.709,0.010171,0.013723,-0.0059199,-0.015798,0.0019748,0.0017442,37.815,-101.14,32755,0.1267,0,-0.18883
715.35,0.12765,70.731,0.0098518,0.013763,-0.0058827,-0.01617,0.0019594,0.0019754,37.815,-101.14,32748,0.1267,0,-0.18883
715.64,0.24013,70.753,0.0095248,0.013802,-0.0058409,-0.016528,0.0019444,0.0022043,37.815,-101.14,32741,0.1267,0,-0.18883
715.94,0.35147,70.775,0.0091907,0.01384,-0.0057945,-0.016873,0.0019299,0.0024306,37.815,-101.14,32734,0.1267,0,-0.18883
716.23,0.46159,70.797,0.0088499,0.013879,-0.0057437,-0.017204,0.0019158,0.0026543,37.815,-101.14,32727,0.1267,0,-0.18883
716.53,0.57042,70.819,0.0085026,0.013917,-0.0056884,-0.017522,0.0019022,0.0028753,37.815,-101.14,32720,0.1267,0,-0.18883
716.82,0.67788,70.841,0.0081491,0.013955,-0.0056286,-0.017825,0.0018889,0.0030934,37.815,-101.14,32713,0.1267,0,-0.18883
717.12,0.7839,70.862,0.0077897,0.013993,-0.0055646,-0.018115,0.0018761,0.0033085,37.815,-101.14,32706,0.1267,0,-0.18883
717.41,0.8884,70.884,0.0074246,0.01403,-0.0054963,-0.01839,0.0018637,0.0035203,37.815,-101.14,32699,0.1267,0,-0.18883
717.7,0.99132,70.905,0.0070541,0.014067,-0.0054238,-0.018651,0.0018518,0.0037287,37.815,-101.14,32692,0.1267,0,-0.18883
718,1.0926,70.927,0.0066786,0.014104,-0.0053472,-0.018896,0.0018402,0.0039335,37.815,-101.14,32685,0.1267,0,-0.18883
718.29,1.1921,70.948,0.0062984,0.014141,-0.0052665,-0.019127,0.001829,0.0041347,37.815,-101.14,32678,0.1267,0,-0.18883
718.58,1.2899,70.969,0.0059136,0.014177,-0.0051818,-0.019343,0.0018182,0.0043319,37.815,-101.14,32671,0.1267,0,-0.18883
718.88,1.3857,70.99,0.0055247,0.014214,-0.0050932,-0.019544,0.0018078,0.0045251,37.815,-101.14,32664,0.1267,0,-0.18883
719.17,1.4797,71.011,0.0051319,0.01425,-0.0050008,-0.01973,0.0017978,0.0047142,37.815,-101.14,32657,0.1267,0,-0.18883
719.46,1.5717,71.032,0.0047356,0.014285,-0.0049046,-0.0199,0.0017881,0.004899,37.815,-101.14,32650,0.1267,0,-0.18883
719.76,1.6617,71.053,0.004336,0.014321,-0.0048048,-0.020055,0.0017788,0.0050794,37.815,-101.14,32643,0.1267,0,-0.18883
720.05,1.7495,71.074,0.0039335,0.014357,-0.0047015,-0.020194,0.0017699,0.0052552,37.815,-101.14,32636,0.1267,0,-0.18883
720.34,1.8352,71.095,0.0035283,0.014392,-0.0045946,-0.020318,0.0017613,0.0054264,37.815,-101.14,32629,0.1267,0,-0.18883
720.63,1.9186,71.115,0.0031209,0.014427,-0.0044844,-0.020426,0.001753,0.0055928,37.815,-101.14,32622,0.1267,0,-0.18883
720.92,1.9999,71.136,0.0027114,0.014462,-0.0043709,-0.020519,0.0017451,0.0057543,37.815,-101.14,32615,0.1267,0,-0.18883
721.21,2.0787,71.156,0.0023002,0.014497,-0.0042542,-0.020596,0.0017374,0.0059109,37.815,-101.14,32608,0.1267,0,-0.18883
721.5,2.1553,71.176,0.0018876,0.014532,-0.0041345,-0.020657,0.0017301,0.0060623,37.815,-101.14,32601,0.1267,0,-0.18883
721.8,2.2294,71.197,0.001474,0.014566,-0.0040118,-0.020703,0.0017232,0.0062086,37.815,-101.14,32594,0.1267,0,-0.18883
722.09,2.301,71.217,0.0010596,0.0146,-0.0038862,-0.020732,0.0017165,0.0063495,37.815,-101.14,32587,0.1267,0,-0.18883
722.38,2.3701,71.237,0.0006448,0.014635,-0.0037578,-0.020747,0.0017101,0.0064851,37.815,-101.14,32580,0.1267,0,-0.18883
722.67,2.4367,71.257,0.00022985,0.014669,-0.0036268,-0.020745,0.001704,0.0066152,37.815,-101.14,32573,0.1267,0,-0.18883
722.96,2.5007,71.277,-0.00018481,0.014703,-0.0034932,-0.020702,0.001698,0.0067403,37.815,-101.14,32566,0.1267,0,-0.18883
723.25,2.5621,71.296,-0.00059796,0.014737,-0.0033572,-0.02061,0.0016921,0.0068604,37.815,-101.14,32559,0.1267,0,-0.18883
723.54,2.6208,71.316,-0.0010091,0.014771,-0.0032188,-0.020505,0.0016864,0.0069747,37.815,-101.14,32552,0.1267,0,-0.18883
723.83,2.6768,71.336,-0.0014181,0.014804,-0.0030782,-0.020385,0.001681,0.0070831,37.815,-101.14,32545,0.1267,0,-0.18883
724.12,2.7301,71.355,-0.0018245,0.014838,-0.0029355,-0.020251,0.0016758,0.0071857,37.815,-101.14,32538,0.1267,0,-0.18883
724.4,2.7806,71.375,-0.002228,0.014871,-0.0027908,-0.020103,0.0016709,0.0072822,37.815,-101.14,32531,0.1267,0,-0.18883
724.69,2.8284,71.394,-0.0026285,0.014905,-0.0026442,-0.019941,0.0016663,0.0073727,37.815,-101.14,32524,0.1267,0,-0.18883
724.98,2.8733,71.413,-0.0030256,0.014938,-0.0024959,-0.019766,0.0016619,0.0074572,37.815,-101.14,32517,0.1267,0,-0.18883
725.27,2.9155,71.432,-0.0034191,0.014971,-0.0023459,-0.019577,0.0016578,0.0075355,37.815,-101.14,32510,0.1267,0,-0.18883
725.56,2.9548,71.452,-0.0038086,0.015004,-0.0021945,-0.019375,0.0016539,0.0076077,37.815,-101.14,32503,0.1267,0,-0.18883
725.85,2.9912,71.471,-0.004194,0.015037,-0.0020417,-0.01916,0.0016503,0.0076736,37.815,-101.14,32496,0.1267,0,-0.18883
726.13,3.0248,71.49,-0.0045749,0.01507,-0.0018876,-0.018932,0.001647,0.0077334,37.815,-101.14,32489,0.1267,0,-0.18883
726.42,3.0555,71.508,-0.0049512,0.015103,-0.0017323,-0.018691,0.0016439,0.0077869,37.815,-101.14,32482,0.1267,0,-0.18883
726.71,3.0832,71.527,-0.0053225,0.015136,-0.0015761,-0.018438,0.001641,0.0078341,37.815,-101.14,32475,0.1267,0,-0.18883
727,3.1081,71.546,-0.0056886,0.015169,-0.001419,-0.018172,0.0016385,0.0078751,37.815,-101.14,32468,0.1267,0,-0.18883
727.28,3.1301,71.564,-0.0060493,0.015202,-0.0012611,-0.017895,0.0016361,0.0079097,37.815,-101.14,32461,0.1267,0,-0.18883
727.57,3.1492,71.583,-0.0064044,0.015234,-0.0011026,-0.017605,0.0016341,0.0079381,37.815,-101.14,32454,0.1267,0,-0.18883
727.86,3.1653,71.601,-0.0067535,0.015267,-0.00094362,-0.017305,0.0016323,0.0079602,37.815,-101.14,32447,0.1267,0,-0.18883
728.14,3.1786,71.62,-0.0070965,0.0153,-0.00078423,-0.016993,0.0016308,0.0079759,37.815,-101.14,32440,0.1267,0,-0.18883
728.43,3.1889,71.638,-0.007434,0.015332,-0.00062462,-0.016828,0.0016309,0.0079821,37.815,-101.14,32433,0.1267,0,-0.18883
728.71,3.1964,71.656,-0.0077701,0.015365,-0.00046498,-0.016776,0.0016323,0.0079797,37.815,-101.14,32426,0.1267,0,-0.18883
729,3.201,71.674,-0.008105,0.015397,-0.00030545,-0.016709,0.0016339,0.0079713,37.815,-101.14,32420,0.1267,0,-0.18883
729.28,3.2027,71.693,-0.0084383,0.01543,-0.00014614,-0.016626,0.0016357,0.0079571,37.815,-101.14,32413,0.1267,0,-0.18883
729.57,3.2015,71.711,-0.0087699,0.015463,1.28E-05,-0.016509,0.0016376,0.0079375,37.815,-101.14,32406,0.1267,0,-0.18883
729.86,3.1974,71.728,-0.0090966,0.015496,0.00017139,-0.016159,0.0016379,0.0079165,37.815,-101.14,32399,0.1267,0,-0.18883
730.14,3.1905,71.746,-0.0094162,0.015528,0.00032947,-0.015799,0.0016384,0.0078894,37.815,-101.14,32392,0.1267,0,-0.18883
730.42,3.1807,71.764,-0.0097285,0.015561,0.00048695,-0.015428,0.0016392,0.0078562,37.815,-101.14,32385,0.1267,0,-0.18883
730.71,3.1682,71.782,-0.010033,0.015594,0.0006437,-0.015047,0.0016402,0.0078169,37.815,-101.14,32378,0.1267,0,-0.18883
730.99,3.1527,71.799,-0.01033,0.015627,0.0007996,-0.014656,0.0016415,0.0077716,37.815,-101.14,32371,0.1267,0,-0.18883
731.28,3.1346,71.817,-0.01062,0.01566,0.00095455,-0.014256,0.001643,0.0077204,37.814,-101.14,32364,0.1267,0,-0.18883
731.56,3.1136,71.834,-0.010901,0.015693,0.0011084,-0.013846,0.0016448,0.0076633,37.814,-101.14,32357,0.1267,0,-0.18883
731.84,3.0899,71.852,-0.011173,0.015725,0.0012611,-0.013428,0.0016468,0.0076003,37.814,-101.14,32350,0.1267,0,-0.18883
732.13,3.0635,71.869,-0.011438,0.015758,0.0014124,-0.013,0.0016491,0.0075316,37.814,-101.14,32343,0.1267,0,-0.18883
732.41,3.0345,71.886,-0.011693,0.015791,0.0015623,-0.012565,0.0016517,0.0074572,37.814,-101.14,32336,0.1267,0,-0.18883
732.69,3.0028,71.903,-0.01194,0.015824,0.0017107,-0.012122,0.0016545,0.0073771,37.814,-101.14,32329,0.1267,0,-0.18883
732.98,2.9686,71.92,-0.012178,0.015858,0.0018574,-0.011672,0.0016576,0.0072916,37.814,-101.14,32322,0.1267,0,-0.18883
733.26,2.9317,71.937,-0.012407,0.015891,0.0020023,-0.011214,0.0016609,0.0072005,37.814,-101.14,32315,0.1267,0,-0.18883
733.54,2.8924,71.954,-0.012627,0.015924,0.0021454,-0.01075,0.0016645,0.0071042,37.814,-101.14,32308,0.1267,0,-0.18883
733.82,2.8505,71.971,-0.012837,0.015957,0.0022865,-0.010279,0.0016684,0.0070025,37.814,-101.14,32301,0.1267,0,-0.18883
734.1,2.8063,71.988,-0.013038,0.015991,0.0024255,-0.009803,0.0016725,0.0068956,37.814,-101.14,32294,0.1267,0,-0.18883
734.39,2.7596,72.005,-0.013229,0.016024,0.0025623,-0.0093211,0.0016769,0.0067837,37.814,-101.14,32288,0.1267,0,-0.18883
734.67,2.7106,72.021,-0.013411,0.016058,0.0026968,-0.0088341,0.0016815,0.0066668,37.814,-101.14,32281,0.1267,0,-0.18883
734.95,2.6593,72.038,-0.013582,0.016092,0.002829,-0.0083423,0.0016864,0.006545,37.814,-101.14,32274,0.1267,0,-0.18883
735.23,2.6058,72.054,-0.013744,0.016125,0.0029586,-0.0078463,0.0016916,0.0064185,37.814,-101.14,32267,0.1267,0,-0.18883
735.51,2.5501,72.071,-0.013896,0.016159,0.0030857,-0.0073464,0.0016971,0.0062873,37.814,-101.14,32260,0.1267,0,-0.18883
735.79,2.4922,72.087,-0.014038,0.016193,0.0032101,-0.006843,0.0017029,0.0061516,37.814,-101.14,32253,0.1267,0,-0.18883
736.07,2.4323,72.103,-0.01417,0.016227,0.0033317,-0.0063365,0.001709,0.0060115,37.814,-101.14,32246,0.1267,0,-0.18883
736.35,2.3703,72.12,-0.014292,0.016262,0.0034506,-0.0058273,0.0017153,0.0058671,37.814,-101.14,32239,0.1267,0,-0.18883
736.63,2.3064,72.136,-0.014403,0.016296,0.0035664,-0.0053159,0.0017219,0.0057186,37.814,-101.14,32232,0.1267,0,-0.18883
736.91,2.2406,72.152,-0.014504,0.01633,0.0036793,-0.0048027,0.0017286,0.005566,37.814,-101.14,32225,0.1267,0,-0.18883
737.19,2.1729,72.168,-0.014595,0.016365,0.0037891,-0.004288,0.0017356,0.0054096,37.814,-101.14,32218,0.1267,0,-0.18883
737.47,2.1034,72.184,-0.014676,0.0164,0.0038957,-0.0037723,0.0017429,0.0052493,37.814,-101.14,32211,0.1267,0,-0.18883
737.75,2.0322,72.2,-0.014746,0.016435,0.003999,-0.003256,0.0017503,0.0050855,37.814,-101.14,32205,0.1267,0,-0.18883
738.02,1.9594,72.216,-0.014806,0.01647,0.0040991,-0.0027395,0.001758,0.0049182,37.814,-101.14,32198,0.1267,0,-0.18883
738.3,1.8849,72.232,-0.014856,0.016505,0.0041958,-0.0022232,0.0017658,0.0047476,37.814,-101.14,32191,0.1267,0,-0.18883
738.58,1.809,72.247,-0.014895,0.01654,0.004289,-0.0017076,0.0017738,0.0045738,37.814,-101.14,32184,0.1267,0,-0.18883
738.86,1.7315,72.263,-0.014924,0.016576,0.0043787,-0.001193,0.0017821,0.004397,37.814,-101.14,32177,0.1267,0,-0.18883
739.14,1.6527,72.279,-0.014943,0.016612,0.0044649,-0.00067994,0.0017905,0.0042172,37.814,-101.14,32170,0.1267,0,-0.18883
739.41,1.5726,72.294,-0.014951,0.016648,0.0045474,-0.00016869,0.001799,0.0040348,37.814,-101.14,32163,0.1267,0,-0.18883
739.69,1.4912,72.31,-0.01495,0.016684,0.0046263,0.00034029,0.0018077,0.0038497,37.814,-101.14,32156,0.1267,0,-0.18883
739.97,1.4086,72.325,-0.014938,0.01672,0.0047014,0.0008466,0.0018166,0.0036623,37.814,-101.14,32149,0.1267,0,-0.18883
740.24,1.3249,72.341,-0.014916,0.016756,0.0047728,0.0013498,0.0018256,0.0034726,37.814,-101.14,32142,0.1267,0,-0.18883
740.52,1.2402,72.356,-0.014884,0.016793,0.0048403,0.0018496,0.0018347,0.0032808,37.814,-101.14,32136,0.1267,0,-0.18883
