u,v,w,p,q,r,p_dot,q_dot,r_dot,lat,lon,alt,aileron,elevator,rudder
403.96,14.072,140.77,-0.001303,-0.001057,0.0014565,-0.0055593,-0.0059461,0.0068871,37.824,-101.19,39352,0.1267,-14.77,-0.18883
403.94,14.085,140.92,-0.0014128,-0.0011779,0.001594,-0.0054229,-0.006151,0.0068674,37.824,-101.19,39350,0.1267,-14.77,-0.18883
403.92,14.097,141.07,-0.0015199,-0.001303,0.0017311,-0.0052867,-0.0063533,0.0068471,37.824,-101.19,39349,0.1267,-14.77,-0.18883
403.9,14.108,141.22,-0.0016243,-0.0014321,0.0018679,-0.0051506,-0.0065528,0.0068263,37.824,-101.19,39347,0.1267,-14.77,-0.18883
403.88,14.117,141.37,-0.001726,-0.0015651,0.0020042,-0.0050148,-0.0067495,0.0068049,37.824,-101.19,39345,0.1267,-14.77,-0.18883
403.86,14.125,141.52,-0.0018249,-0.001702,0.0021401,-0.0048792,-0.0069434,0.0067831,37.824,-101.19,39343,0.1267,-14.77,-0.18883
403.84,14.131,141.67,-0.0019211,-0.0018428,0.0022755,-0.0047438,-0.0071344,0.0067607,37.824,-101.19,39341,0.1267,-14.77,-0.18883
403.82,14.136,141.82,-0.0020146,-0.0019874,0.0024105,-0.0046088,-0.0073225,0.0067378,37.824,-101.19,39339,0.1267,-14.77,-0.18883
403.8,14.14,141.96,-0.0021055,-0.0021357,0.002545,-0.0044741,-0.0075078,0.0067144,37.824,-101.19,39337,0.1267,-14.77,-0.18883
403.78,14.142,142.11,-0.0021936,-0.0022877,0.0026791,-0.0043399,-0.0076901,0.0066905,37.824,-101.19,39335,0.1267,-14.77,-0.18883
403.76,14.143,142.25,-0.0022791,-0.0024433,0.0028126,-0.0042061,-0.0078696,0.0066662,37.824,-101.19,39333,0.1267,-14.77,-0.18883
403.74,14.143,142.4,-0.0023619,-0.0026024,0.0029457,-0.0040727,-0.0080461,0.0066413,37.824,-101.19,39332,0.1267,-14.77,-0.18883
403.72,14.141,142.54,-0.002442,-0.0027651,0.0030783,-0.0039399,-0.0082196,0.006616,37.824,-101.19,39330,0.1267,-14.77,-0.18883
403.71,14.138,142.68,-0.0025195,-0.0029312,0.0032104,-0.0038075,-0.0083901,0.0065903,37.824,-101.19,39328,0.1267,-14.77,-0.18883
403.69,14.133,142.82,-0.0025943,-0.0031007,0.0033419,-0.0036758,-0.0085575,0.0065641,37.824,-101.19,39326,0.1267,-14.77,-0.18883
403.67,14.128,142.96,-0.0026665,-0.0032735,0.0034729,-0.0035447,-0.0087219,0.0065375,37.824,-101.19,39324,0.1267,-14.77,-0.18883
403.67,14.128,142.96,-4.65E-05,-5.71E-05,6.06E-05,-0.0058732,-0.00076869,0.0069219,37.824,-101.19,39324,0.1267,-15.706,-0.18883
403.65,14.155,143.13,-0.00016261,-7.53E-05,0.00019891,-0.0057339,-0.0010443,0.0069077,37.824,-101.19,39322,0.1267,-15.706,-0.18883
403.62,14.182,143.29,-0.00027589,-9.89E-05,0.00033692,-0.0055944,-0.0013181,0.0068929,37.824,-101.19,39320,0.1267,-15.706,-0.18883
403.59,14.207,143.46,-0.00038638,-0.00012798,0.00047462,-0.0054547,-0.00159,0.0068775,37.824,-101.19,39318,0.1267,-15.706,-0.18883
403.57,14.23,143.62,-0.00049408,-0.00016248,0.00061201,-0.0053148,-0.0018601,0.0068614,37.824,-101.19,39316,0.1267,-15.706,-0.18883
403.54,14.252,143.79,-0.00059897,-0.00020237,0.00074908,-0.0051748,-0.0021282,0.0068448,37.824,-101.19,39314,0.1267,-15.706,-0.18883
403.52,14.272,143.96,-0.00070107,-0.00024759,0.0008858,-0.0050348,-0.0023943,0.0068276,37.824,-101.19,39312,0.1267,-15.706,-0.18883
403.49,14.292,144.12,-0.00080037,-0.00029812,0.0010222,-0.0048948,-0.0026582,0.0068097,37.824,-101.19,39310,0.1267,-15.706,-0.18883
403.46,14.309,144.29,-0.00089686,-0.00035391,0.0011582,-0.0047548,-0.00292,0.0067913,37.824,-101.19,39308,0.1267,-15.706,-0.18883
403.44,14.326,144.45,-0.00099056,-0.00041491,0.0012938,-0.0046149,-0.0031796,0.0067724,37.824,-101.19,39307,0.1267,-15.706,-0.18883
403.41,14.341,144.62,-0.0010815,-0.00048108,0.0014291,-0.0044751,-0.0034369,0.0067529,37.824,-101.19,39305,0.1267,-15.706,-0.18883
403.38,14.354,144.79,-0.0011696,-0.00055237,0.0015639,-0.0043354,-0.0036919,0.0067328,37.824,-101.19,39303,0.1267,-15.706,-0.18883
403.36,14.366,144.95,-0.0012549,-0.00062874,0.0016984,-0.0041959,-0.0039445,0.0067123,37.824,-101.19,39301,0.1267,-15.706,-0.18883
403.33,14.377,145.12,-0.0013374,-0.00071013,0.0018324,-0.0040567,-0.0041946,0.0066912,37.824,-101.19,39299,0.1267,-15.706,-0.18883
403.31,14.387,145.28,-0.0014171,-0.00079651,0.001966,-0.0039178,-0.0044422,0.0066695,37.824,-101.19,39297,0.1267,-15.706,-0.18883
403.28,14.395,145.45,-0.0014941,-0.00088781,0.0020992,-0.0037792,-0.0046873,0.0066474,37.824,-101.19,39295,0.1267,-15.706,-0.18883
403.26,14.402,145.61,-0.0015683,-0.00098398,0.0022319,-0.0036409,-0.0049297,0.0066248,37.824,-101.19,39293,0.1267,-15.706,-0.18883
403.23,14.407,145.77,-0.0016398,-0.001085,0.0023642,-0.0035031,-0.0051695,0.0066017,37.824,-101.19,39291,0.1267,-15.706,-0.18883
403.21,14.412,145.94,-0.0017084,-0.0011907,0.002496,-0.0033657,-0.0054066,0.0065781,37.824,-101.19,39289,0.1267,-15.706,-0.18883
403.18,14.415,146.1,-0.0017744,-0.0013012,0.0026273,-0.0032288,-0.0056411,0.0065541,37.824,-101.19,39287,0.1267,-15.706,-0.18883
403.16,14.416,146.26,-0.0018376,-0.0014164,0.0027581,-0.0030924,-0.0058728,0.0065296,37.824,-101.19,39285,0.1267,-15.706,-0.18883
403.13,14.417,146.42,-0.0018981,-0.0015361,0.0028885,-0.0029566,-0.0061018,0.0065046,37.824,-101.19,39283,0.1267,-15.706,-0.18883
403.11,14.416,146.58,-0.0019559,-0.0016604,0.0030183,-0.0028213,-0.0063279,0.0064792,37.824,-101.19,39281,0.1267,-15.706,-0.18883
403.09,14.414,146.74,-0.0020109,-0.0017892,0.0031477,-0.0026926,-0.0065533,0.0064459,37.824,-101.19,39279,0.1267,-15.706,-0.18883
403.06,14.411,146.9,-0.0020638,-0.0019226,0.0032759,-0.002589,-0.0067843,0.006381,37.824,-101.19,39277,0.1267,-15.706,-0.18883
403.04,14.407,147.06,-0.0021145,-0.0020606,0.0034029,-0.0024864,-0.0070114,0.0063162,37.824,-101.19,39275,0.1267,-15.706,-0.18883
403.04,14.407,147.06,-3.69E-05,-3.60E-05,5.94E-05,-0.0047263,0.0016547,0.0066802,37.824,-101.19,39275,0.1267,-16.685,-0.18883
403.01,14.434,147.24,-0.00013035,-6.16E-06,0.00019242,-0.0046188,0.0013259,0.0066226,37.824,-101.19,39273,0.1267,-16.685,-0.18883
402.98,14.46,147.41,-0.00022166,1.71E-05,0.00032429,-0.0045117,0.0010003,0.0065645,37.824,-101.19,39271,0.1267,-16.685,-0.18883
402.95,14.484,147.59,-0.00031083,3.39E-05,0.000455,-0.0044051,0.00067726,0.0065058,37.824,-101.19,39269,0.1267,-16.685,-0.18883
402.92,14.507,147.76,-0.00039786,4.42E-05,0.00058452,-0.0042989,0.00035637,0.0064466,37.824,-101.19,39267,0.1267,-16.685,-0.18883
402.89,14.529,147.93,-0.00048279,4.81E-05,0.00071286,-0.0041933,3.78E-05,0.0063869,37.824,-101.19,39265,0.1267,-16.685,-0.18883
402.86,14.55,148.11,-0.0005656,4.57E-05,0.00083999,-0.0040882,-0.00027844,0.0063268,37.824,-101.19,39263,0.1267,-16.685,-0.18883
402.83,14.569,148.28,-0.00064632,3.70E-05,0.00096593,-0.0039837,-0.00059219,0.0062663,37.824,-101.19,39261,0.1267,-16.685,-0.18883
402.8,14.587,148.46,-0.00072495,2.21E-05,0.0010906,-0.0038797,-0.00090339,0.0062055,37.824,-101.19,39259,0.1267,-16.685,-0.18883
402.77,14.604,148.63,-0.00080151,8.98E-07,0.0012141,-0.0037764,-0.001212,0.0061442,37.824,-101.19,39257,0.1267,-16.685,-0.18883
402.74,14.619,148.8,-0.00087601,-2.64E-05,0.0013364,-0.0036737,-0.0015165,0.0060827,37.824,-101.19,39255,0.1267,-16.685,-0.18883
402.72,14.633,148.98,-0.00094847,-5.97E-05,0.0014575,-0.0035716,-0.0018179,0.0060209,37.824,-101.19,39253,0.1267,-16.685,-0.18883
402.69,14.646,149.15,-0.0010189,-9.91E-05,0.0015772,-0.0034703,-0.0021162,0.0059588,37.824,-101.19,39251,0.1267,-16.685,-0.18883
402.66,14.658,149.32,-0.0010873,-0.00014437,0.0016958,-0.0033696,-0.0024113,0.0058965,37.824,-101.19,39249,0.1267,-16.685,-0.18883
402.63,14.669,149.49,-0.0011537,-0.00019552,0.0018131,-0.0032696,-0.0027031,0.005834,37.824,-101.19,39247,0.1267,-16.685,-0.18883
402.6,14.678,149.66,-0.0012181,-0.00025247,0.0019292,-0.0031704,-0.0029916,0.0057713,37.824,-101.19,39245,0.1267,-16.685,-0.18883
402.57,14.687,149.84,-0.0012805,-0.00031516,0.002044,-0.0030719,-0.0032767,0.0057085,37.824,-101.19,39243,0.1267,-16.685,-0.18883
402.54,14.694,150,-0.0013409,-0.00038352,0.0021575,-0.0029742,-0.0035584,0.0056455,37.824,-101.19,39240,0.1267,-16.685,-0.18883
402.51,14.7,150.17,-0.0013995,-0.00045748,0.0022698,-0.0028773,-0.0038367,0.0055825,37.824,-101.19,39238,0.1267,-16.685,-0.18883
402.49,14.705,150.34,-0.001456,-0.00053696,0.0023808,-0.0027812,-0.0041115,0.0055194,37.824,-101.19,39236,0.1267,-16.685,-0.18883
402.46,14.709,150.51,-0.0015107,-0.00062191,0.0024906,-0.002686,-0.0043828,0.0054563,37.824,-101.19,39234,0.1267,-16.685,-0.18883
402.43,14.712,150.68,-0.0015635,-0.00071225,0.002599,-0.0025916,-0.0046505,0.0053932,37.824,-101.19,39232,0.1267,-16.685,-0.18883
402.4,14.714,150.84,-0.0016144,-0.00080791,0.0027063,-0.002498,-0.0049146,0.00533,37.824,-101.19,39230,0.1267,-16.685,-0.18883
402.38,14.715,151.01,-0.0016634,-0.00090881,0.0028123,-0.0024054,-0.0051749,0.005267,37.823,-101.19,39228,0.1267,-16.685,-0.18883
402.35,14.715,151.17,-0.0017106,-0.0010149,0.002917,-0.0023136,-0.0054316,0.0052039,37.823,-101.19,39226,0.1267,-16.685,-0.18883
402.32,14.714,151.33,-0.001756,-0.001126,0.0030204,-0.0022228,-0.0056844,0.005141,37.823,-101.19,39224,0.1267,-16.685,-0.18883
402.32,14.714,151.33,-3.06E-05,-1.97E-05,5.27E-05,-0.0042468,0.0036361,0.0054494,37.823,-101.19,39224,0.1267,-17.707,-0.18883
402.29,14.741,151.51,-0.00011462,4.96E-05,0.00016114,-0.0041501,0.0032907,0.0053932,37.823,-101.19,39222,0.1267,-17.707,-0.18883
402.26,14.766,151.68,-0.00019665,0.00011199,0.00026844,-0.0040539,0.0029478,0.0053365,37.823,-101.19,39220,0.1267,-17.707,-0.18883
402.23,14.791,151.85,-0.00027677,0.00016753,0.0003746,-0.0039582,0.0026065,0.0052793,37.823,-101.19,39218,0.1267,-17.707,-0.18883
402.2,14.814,152.03,-0.00035499,0.00021626,0.00047961,-0.0038631,0.002267,0.0052216,37.823,-101.19,39215,0.1267,-17.707,-0.18883
402.17,14.836,152.2,-0.0004313,0.00025822,0.00058346,-0.0037686,0.0019294,0.0051634,37.823,-101.19,39213,0.1267,-17.707,-0.18883
402.14,14.857,152.37,-0.00050573,0.00029345,0.00068614,-0.0036747,0.0015937,0.0051049,37.823,-101.19,39211,0.1267,-17.707,-0.18883
402.11,14.877,152.55,-0.00057829,0.00032198,0.00078765,-0.0035814,0.00126,0.0050459,37.823,-101.19,39209,0.1267,-17.707,-0.18883
402.08,14.896,152.72,-0.00064899,0.00034387,0.00088798,-0.0034888,0.00092855,0.0049866,37.823,-101.19,39207,0.1267,-17.707,-0.18883
402.05,14.914,152.9,-0.00071785,0.00035914,0.00098711,-0.0033968,0.0005993,0.004927,37.823,-101.19,39205,0.1267,-17.707,-0.18883
402.01,14.931,153.07,-0.00078487,0.00036785,0.0010851,-0.0033055,0.00027239,0.0048671,37.823,-101.19,39203,0.1267,-17.707,-0.18883
401.98,14.947,153.25,-0.00085008,0.00037005,0.0011818,-0.003215,-5.21E-05,0.0048069,37.823,-101.18,39201,0.1267,-17.707,-0.18883
401.95,14.962,153.42,-0.00091347,0.00036579,0.0012773,-0.0031251,-0.00037405,0.0047465,37.823,-101.18,39199,0.1267,-17.707,-0.18883
401.92,14.976,153.59,-0.00097509,0.00035511,0.0013717,-0.003036,-0.00069341,0.0046859,37.823,-101.18,39196,0.1267,-17.707,-0.18883
401.89,14.989,153.77,-0.0010349,0.00033807,0.0014648,-0.0029477,-0.0010101,0.0046251,37.823,-101.18,39194,0.1267,-17.707,-0.18883
401.86,15.001,153.94,-0.001093,0.00031472,0.0015567,-0.0028602,-0.001324,0.0045641,37.823,-101.18,39192,0.1267,-17.707,-0.18883
401.83,15.012,154.11,-0.0011493,0.00028513,0.0016473,-0.0027734,-0.001635,0.004503,37.823,-101.18,39190,0.1267,-17.707,-0.18883
401.79,15.023,154.28,-0.0012039,0.00024934,0.0017368,-0.0026875,-0.0019431,0.0044418,37.823,-101.18,39188,0.1267,-17.707,-0.18883
401.76,15.032,154.46,-0.0012568,0.00020742,0.001825,-0.0026024,-0.0022484,0.0043805,37.823,-101.18,39186,0.1267,-17.707,-0.18883
401.73,15.04,154.63,-0.001308,0.00015942,0.001912,-0.0025183,-0.0025511,0.0043193,37.823,-101.18,39184,0.1267,-17.707,-0.18883
401.7,15.048,154.8,-0.0013576,0.0001054,0.0019978,-0.002435,-0.0028507,0.0042579,37.823,-101.18,39181,0.1267,-17.707,-0.18883
401.67,15.054,154.97,-0.0014055,4.54E-05,0.0020823,-0.0023526,-0.0031471,0.0041966,37.823,-101.18,39179,0.1267,-17.707,-0.18883
401.64,15.06,155.14,-0.0014517,-2.05E-05,0.0021656,-0.0022711,-0.0034393,0.0041353,37.823,-101.18,39177,0.1267,-17.707,-0.18883
401.61,15.065,155.31,-0.0014963,-9.21E-05,0.0022477,-0.0021904,-0.0037263,0.0040741,37.823,-101.18,39175,0.1267,-17.707,-0.18883
401.58,15.07,155.47,-0.0015393,-0.00016949,0.0023286,-0.0021107,-0.0040096,0.004013,37.823,-101.18,39173,0.1267,-17.707,-0.18883
401.55,15.073,155.64,-0.0015807,-0.00025248,0.0024082,-0.0020319,-0.0042893,0.0039519,37.823,-101.18,39171,0.1267,-17.707,-0.18883
401.55,15.073,155.64,-2.76E-05,-4.41E-06,4.20E-05,-0.0037444,0.0056515,0.0041865,37.823,-101.18,39171,0.1267,-18.774,-0.18883
401.52,15.099,155.81,-0.00010163,0.00010497,0.00012521,-0.0036602,0.0052862,0.0041316,37.823,-101.18,39168,0.1267,-18.774,-0.18883
401.49,15.124,155.98,-0.000174,0.00020705,0.00020729,-0.0035764,0.0049222,0.0040761,37.823,-101.18,39166,0.1267,-18.774,-0.18883
401.45,15.149,156.16,-0.00024469,0.00030186,0.00028826,-0.0034933,0.0045596,0.0040201,37.823,-101.18,39164,0.1267,-18.774,-0.18883
401.42,15.172,156.33,-0.00031373,0.00038944,0.00036809,-0.0034107,0.0041983,0.0039637,37.823,-101.18,39162,0.1267,-18.774,-0.18883
401.39,15.195,156.5,-0.00038113,0.00046981,0.0004468,-0.0033288,0.0038385,0.0039069,37.823,-101.18,39160,0.1267,-18.774,-0.18883
401.36,15.217,156.68,-0.00044689,0.00054299,0.00052437,-0.0032475,0.0034803,0.0038496,37.823,-101.18,39157,0.1267,-18.774,-0.18883
401.32,15.238,156.85,-0.00051103,0.00060903,0.00060078,-0.0031668,0.0031239,0.003792,37.823,-101.18,39155,0.1267,-18.774,-0.18883
401.29,15.258,157.02,-0.00057357,0.00066796,0.00067604,-0.0030868,0.0027693,0.003734,37.823,-101.18,39153,0.1267,-18.774,-0.18883
401.26,15.277,157.2,-0.00063451,0.00071981,0.00075014,-0.0030075,0.0024166,0.0036757,37.823,-101.18,39151,0.1267,-18.774,-0.18883
401.22,15.296,157.37,-0.00069387,0.00076464,0.00082307,-0.0029289,0.0020659,0.0036171,37.823,-101.18,39149,0.1267,-18.774,-0.18883
401.19,15.313,157.55,-0.00075167,0.00080247,0.00089482,-0.002851,0.0017174,0.0035582,37.823,-101.18,39146,0.1267,-18.774,-0.18883
401.15,15.33,157.72,-0.00080792,0.00083335,0.00096539,-0.0027739,0.0013711,0.0034991,37.823,-101.18,39144,0.1267,-18.774,-0.18883
401.12,15.346,157.9,-0.00086263,0.00085732,0.0010348,-0.0026975,0.0010271,0.0034397,37.823,-101.18,39142,0.1267,-18.774,-0.18883
401.09,15.362,158.07,-0.00091582,0.00087444,0.001103,-0.0026219,0.00068551,0.0033802,37.823,-101.18,39140,0.1267,-18.774,-0.18883
401.05,15.376,158.25,-0.00096751,0.00088476,0.00117,-0.002547,0.00034645,0.0033206,37.823,-101.18,39137,0.1267,-18.774,-0.18883
401.02,15.39,158.42,-0.0010177,0.00088832,0.0012358,-0.002473,1.00E-05,0.0032608,37.823,-101.18,39135,0.1267,-18.774,-0.18883
400.98,15.404,158.6,-0.0010664,0.00088518,0.0013004,-0.0023997,-0.00032378,0.0032008,37.823,-101.18,39133,0.1267,-18.774,-0.18883
400.95,15.416,158.77,-0.0011137,0.00087539,0.0013638,-0.0023273,-0.00065486,0.0031408,37.823,-101.18,39131,0.1267,-18.774,-0.18883
400.91,15.428,158.95,-0.0011595,0.000859,0.0014261,-0.0022557,-0.00098316,0.0030807,37.823,-101.18,39129,0.1267,-18.774,-0.18883
400.88,15.439,159.12,-0.0012039,0.00083608,0.0014871,-0.002185,-0.0013086,0.0030206,37.823,-101.18,39126,0.1267,-18.774,-0.18883
400.85,15.45,159.3,-0.0012469,0.00080668,0.0015469,-0.0021151,-0.0016311,0.0029604,37.823,-101.18,39124,0.1267,-18.774,-0.18883
400.81,15.46,159.47,-0.0012885,0.00077086,0.0016055,-0.0020461,-0.0019505,0.0029003,37.823,-101.18,39122,0.1267,-18.774,-0.18883
400.78,15.469,159.64,-0.0013288,0.00072868,0.0016629,-0.0019779,-0.0022667,0.0028402,37.823,-101.18,39120,0.1267,-18.774,-0.18883
400.74,15.478,159.81,-0.0013677,0.00068021,0.0017191,-0.0019107,-0.0025798,0.0027801,37.823,-101.18,39117,0.1267,-18.774,-0.18883
400.71,15.486,159.99,-0.0014052,0.00062551,0.0017741,-0.0018444,-0.0028896,0.0027202,37.823,-101.18,39115,0.1267,-18.774,-0.18883
400.71,15.486,159.99,-2.45E-05,1.09E-05,3.10E-05,-0.0032162,0.0076397,0.0028828,37.823,-101.18,39115,0.1267,-19.884,-0.18883
400.68,15.511,160.16,-8.81E-05,0.00015986,8.81E-05,-0.0031453,0.007255,0.0028288,37.823,-101.18,39113,0.1267,-19.884,-0.18883
400.64,15.536,160.33,-0.00015034,0.00030112,0.00014411,-0.0030751,0.0068709,0.0027742,37.823,-101.18,39111,0.1267,-19.884,-0.18883
400.61,15.561,160.5,-0.00021115,0.00043471,0.00019905,-0.0030054,0.0064876,0.0027192,37.823,-101.18,39108,0.1267,-19.884,-0.18883
400.58,15.584,160.67,-0.00027056,0.00056063,0.00025288,-0.0029363,0.0061052,0.0026636,37.823,-101.18,39106,0.1267,-19.884,-0.18883
400.54,15.608,160.84,-0.0003286,0.00067892,0.00030559,-0.0028678,0.0057238,0.0026076,37.823,-101.18,39104,0.1267,-19.884,-0.18883
400.51,15.63,161.02,-0.00038528,0.00078959,0.00035718,-0.0028,0.0053434,0.0025512,37.823,-101.18,39101,0.1267,-19.884,-0.18883
400.47,15.652,161.19,-0.00044061,0.00089267,0.00040764,-0.0027328,0.0049644,0.0024943,37.823,-101.18,39099,0.1267,-19.884,-0.18883
400.44,15.673,161.36,-0.0004946,0.00098817,0.00045695,-0.0026662,0.0045867,0.0024371,37.823,-101.18,39097,0.1267,-19.884,-0.18883
400.4,15.694,161.54,-0.00054726,0.0010761,0.00050512,-0.0026004,0.0042105,0.0023796,37.823,-101.18,39095,0.1267,-19.884,-0.18883
400.37,15.714,161.72,-0.00059862,0.0011566,0.00055214,-0.0025352,0.0038358,0.0023217,37.823,-101.18,39092,0.1267,-19.884,-0.18883
400.33,15.733,161.89,-0.00064838,0.0012292,0.00059862,-0.0024346,0.0034144,0.0023386,37.823,-101.18,39090,0.1267,-19.884,-0.18883
400.29,15.752,162.07,-0.00069596,0.0012931,0.00064578,-0.0023237,0.0029815,0.0023768,37.823,-101.18,39088,0.1267,-19.884,-0.18883
400.26,15.77,162.24,-0.00074133,0.0013485,0.00069369,-0.0022128,0.0025515,0.0024148,37.823,-101.18,39085,0.1267,-19.884,-0.18883
400.22,15.788,162.42,-0.00078447,0.0013952,0.00074237,-0.0021019,0.0021245,0.0024525,37.823,-101.18,39083,0.1267,-19.884,-0.18883
400.18,15.805,162.6,-0.0008254,0.0014335,0.00079179,-0.001991,0.0017006,0.0024899,37.823,-101.18,39081,0.1267,-19.884,-0.18883
400.14,15.822,162.77,-0.00086412,0.0014633,0.00084196,-0.0018802,0.00128,0.0025271,37.823,-101.18,39078,0.1267,-19.884,-0.18883
400.11,15.838,162.95,-0.00090061,0.0014847,0.00089288,-0.0017695,0.00086279,0.0025639,37.823,-101.18,39076,0.1267,-19.884,-0.18883
400.07,15.854,163.13,-0.0009349,0.0014978,0.00094452,-0.0016589,0.00044903,0.0026004,37.823,-101.18,39074,0.1267,-19.884,-0.18883
400.03,15.869,163.3,-0.00096697,0.0015027,0.00099689,-0.0015486,3.89E-05,0.0026366,37.823,-101.18,39071,0.1267,-19.884,-0.18883
400,15.883,163.48,-0.00099684,0.0014994,0.00105,-0.0014385,-0.00036757,0.0026724,37.823,-101.18,39069,0.1267,-19.884,-0.18883
399.96,15.897,163.65,-0.0010245,0.001488,0.0011038,-0.0013286,-0.00077014,0.0027079,37.823,-101.18,39067,0.1267,-19.884,-0.18883
399.92,15.911,163.83,-0.00105,0.0014686,0.0011583,-0.0012191,-0.0011687,0.0027431,37.823,-101.18,39064,0.1267,-19.884,-0.18883
399.88,15.923,164,-0.0010733,0.0014413,0.0012135,-0.0011099,-0.0015632,0.0027778,37.823,-101.18,39062,0.1267,-19.884,-0.18883
399.85,15.936,164.17,-0.0010944,0.0014061,0.0012694,-0.0010011,-0.0019535,0.0028122,37.823,-101.18,39060,0.1267,-19.884,-0.18883
399.81,15.947,164.34,-0.0011133,0.0013632,0.001326,-0.00089268,-0.0023393,0.0028462,37.823,-101.18,39057,0.1267,-19.884,-0.18883
399.81,15.947,164.34,-1.94E-05,2.38E-05,2.31E-05,-0.0019547,0.0014588,0.0029614,37.823,-101.18,39057,0.1267,-21.036,-0.18883
399.78,15.972,164.51,-5.74E-05,4.91E-05,8.27E-05,-0.0018441,0.0010713,0.0029964,37.823,-101.18,39055,0.1267,-21.036,-0.18883
399.74,15.997,164.67,-9.32E-05,6.67E-05,0.000143,-0.0017336,0.00068708,0.003031,37.823,-101.18,39053,0.1267,-21.036,-0.18883
399.71,16.021,164.83,-0.00012677,7.66E-05,0.00020396,-0.0016232,0.00030619,0.0030653,37.823,-101.18,39050,0.1267,-21.036,-0.18883
399.68,16.044,164.99,-0.00015813,7.89E-05,0.0002656,-0.0015131,-7.12E-05,0.0030992,37.823,-101.18,39048,0.1267,-21.036,-0.18883
399.64,16.067,165.15,-0.00018729,7.38E-05,0.00032792,-0.0014031,-0.00044499,0.0031327,37.823,-101.18,39046,0.1267,-21.036,-0.18883
399.61,16.088,165.31,-0.00021426,6.12E-05,0.00039091,-0.0012934,-0.00081504,0.0031658,37.823,-101.18,39043,0.1267,-21.036,-0.18883
399.58,16.11,165.47,-0.00023903,4.12E-05,0.00045456,-0.0011841,-0.0011812,0.0031986,37.823,-101.18,39041,0.1267,-21.036,-0.18883
399.55,16.131,165.63,-0.00026162,1.39E-05,0.00051886,-0.001075,-0.0015435,0.003231,37.823,-101.18,39039,0.1267,-21.036,-0.18883
399.51,16.151,165.79,-0.00028204,-2.05E-05,0.0005838,-0.00096638,-0.0019012,0.003263,37.823,-101.18,39036,0.1267,-21.036,-0.18883
399.48,16.17,165.95,-0.00030028,-6.21E-05,0.00064937,-0.00085814,-0.0022543,0.0032945,37.823,-101.18,39034,0.1267,-21.036,-0.18883
399.45,16.189,166.11,-0.00031637,-0.00011066,0.00071558,-0.00075034,-0.0026029,0.0033257,37.823,-101.18,39031,0.1267,-21.036,-0.18883
399.42,16.207,166.26,-0.0003303,-0.00016617,0.0007824,-0.00064302,-0.0029471,0.0033564,37.823,-101.18,39029,0.1267,-21.036,-0.18883
399.38,16.225,166.42,-0.00034209,-0.00022851,0.00084983,-0.00053621,-0.0032866,0.0033867,37.823,-101.18,39027,0.1267,-21.036,-0.18883
399.35,16.242,166.57,-0.00035175,-0.0002976,0.00091787,-0.00042995,-0.0036215,0.0034165,37.823,-101.18,39024,0.1267,-21.036,-0.18883
399.32,16.259,166.73,-0.0003593,-0.00037334,0.00098649,-0.00032426,-0.0039515,0.0034459,37.823,-101.18,39022,0.1267,-21.036,-0.18883
399.29,16.275,166.88,-0.00036473,-0.00045563,0.0010557,-0.00021917,-0.0042767,0.0034749,37.823,-101.18,39019,0.1267,-21.036,-0.18883
399.26,16.29,167.03,-0.00036807,-0.00054437,0.0011255,-0.00011473,-0.0045969,0.0035034,37.823,-101.18,39017,0.1267,-21.036,-0.18883
399.23,16.305,167.19,-0.00036933,-0.00063947,0.0011958,-1.09E-05,-0.0049122,0.0035314,37.823,-101.18,39015,0.1267,-21.036,-0.18883
399.2,16.319,167.34,-0.00036851,-0.00074083,0.0012667,9.21E-05,-0.0052225,0.0035589,37.823,-101.18,39012,0.1267,-21.036,-0.18883
399.17,16.332,167.49,-0.00036565,-0.00084834,0.0013382,0.00019449,-0.0055276,0.003586,37.823,-101.18,39010,0.1267,-21.036,-0.18883
399.14,16.345,167.63,-0.00036074,-0.0009619,0.0014102,0.00029609,-0.0058276,0.0036125,37.823,-101.18,39007,0.1267,-21.036,-0.18883
399.11,16.358,167.78,-0.00035381,-0.0010814,0.0014827,0.0003969,-0.0061223,0.0036386,37.823,-101.18,39005,0.1267,-21.036,-0.18883
399.08,16.37,167.93,-0.00034487,-0.0012068,0.0015557,0.00049691,-0.0064117,0.0036642,37.823,-101.18,39003,0.1267,-21.036,-0.18883
399.05,16.381,168.07,-0.00033394,-0.0013378,0.0016293,0.00059608,-0.0066957,0.0036893,37.823,-101.18,39000,0.1267,-21.036,-0.18883
