,traffic_density,los_freq,ready_latency,query_latency,query_timed_out,sa_correct,interbeat_interval,rx,ry,rz,eyeblink,positive,neutral,negative,los_severity,CLCD,Words_sec
1077,1,0,2.01,11.83,0,1.0,1199.0,0.242,-0.227,0.076,0.308277344,0.268000007,0.294999987,0.437000006,0.0,0,3.153330706
1078,1,0,2.01,11.83,0,1.0,1121.0,0.241,-0.226,0.088,0.294809079,0.156000003,0.104000002,0.739000022,0.0,0,2.517080187
1079,1,0,2.01,11.83,0,1.0,1152.0,0.115,-0.241,0.062,0.26622198,0.499000013,0.108000003,0.393000007,0.0,0,3.380009657
1080,1,0,2.01,11.83,0,1.0,1199.0,0.194,-0.263,0.084,0.276299259,0.370999992,0.068999998,0.560000002,0.0,0,4.122766835
1081,3,0,2.14,18.09,0,1.0,1257.0,0.125,-0.013,0.061,0.223500788,0.203999996,0.127000004,0.66900003,0.0,0,3.308128544
1082,3,0,2.14,18.09,0,1.0,1195.0,0.035,-0.209,0.006,0.149804007,0.067000002,0.009,0.925000012,0.0,0,3.704510787
1083,3,0,2.14,18.09,0,1.0,1222.0,0.255,-0.146,0.063,0.283753293,0.148000002,0.298999995,0.550999999,0.0,0,3.521126761
1084,4,0,2.14,18.09,0,1.0,1230.0,0.217,-0.141,0.026,0.298519688,0.238000005,0.096000001,0.666999996,0.0,0,3.807106599
1085,4,0,2.14,18.09,0,1.0,1218.0,0.117,-0.097,0.006,0.183125532,0.172999993,0.197999999,0.629000008,0.0,0,4.223602484
1086,4,0,2.14,18.09,0,1.0,1226.0,0.098,-0.158,0.041,0.207115831,0.312999994,0.345999986,0.341000021,0.0,0,3.009382192
1087,4,0,2.14,18.09,0,1.0,1121.0,0.097,-0.151,0.023,0.231818733,0.057999998,0.015,0.925999999,0.0,0,4.190919674
1088,3,0,2.14,18.09,0,1.0,1023.0,0.121,-0.135,0.023,0.244019197,0.167999998,0.116999999,0.713999987,0.0,0,2.98253089
1089,3,0,2.14,18.09,0,1.0,1187.0,0.067,-0.152,0.144,0.119346672,0.015,0.054000001,0.930999994,0.0,0,3.567447046
1090,3,0,2.14,18.09,0,1.0,1292.0,0.051,-0.174,0.087,0.222047243,0.363999993,0.090000004,0.545000017,0.0,0,4.081632653
1091,4,0,2.14,18.09,0,1.0,1230.0,0.137,-0.147,0.141,0.130509765,0.008,0.208000004,0.784000039,0.0,0,4.234724743
1092,4,0,2.14,18.09,0,1.0,1226.0,0.113,0.022,0.085,0.152285562,0.175999999,0.107000001,0.716000021,0.0,0,3.757632691
1093,4,0,2.14,18.09,0,1.0,1187.0,0.136,-0.188,0.068,0.163728343,0.577000022,0.170000002,0.252000004,0.0,0,3.65535248
1094,4,0,2.14,18.09,0,1.0,1191.0,0.128,-0.308,0.027,0.200028622,0.142000005,0.039999999,0.818000019,0.0,0,3.27076223
1095,4,0,2.14,18.09,0,1.0,1195.0,0.099,-0.305,0.001,0.257188396,0.001,0.014,0.985000014,0.0,0,2.051702913
1096,4,0,2.14,18.09,0,1.0,1207.0,1.03,-1.229,0.552,0.430880398,0.0,0.0,0.0,0.0,0,3.086419753
1097,5,0,2.14,18.09,0,1.0,1226.0,0.094,-0.087,0.043,0.224227299,0.783999979,0.068000004,0.148000002,0.0,0,3.589948145
1098,18,1,4.71,2.79,0,1.0,1066.0,0.073,-0.046,0.094,0.198601672,0.024,0.023,0.953000009,0.2,0,3.950834065
1099,18,0,4.71,2.79,0,1.0,1035.0,0.111,-0.065,0.076,0.206711276,0.239999995,0.077,0.684000015,0.0,0,2.762430939
1100,18,0,4.71,2.79,0,1.0,1148.0,0.327,-0.756,0.038,0.40208408,0.0,0.0,0.0,0.0,0,3.46220427
1101,18,0,4.71,2.79,0,1.0,1035.0,0.423,-0.229,0.066,0.229794497,0.449999988,0.011,0.538999975,0.0,0,3.569303986
1102,18,0,4.71,2.79,0,1.0,1066.0,0.505,-0.322,0.175,0.22981468,0.064999998,0.017999999,0.917000055,0.0,0,4.177303319
1103,18,1,4.71,2.79,0,1.0,1167.0,0.358,-0.387,0.154,0.266526149,0.039999999,0.032000002,0.926999986,0.4,0,2.066590126
1104,18,1,4.71,2.79,0,1.0,1136.0,0.165,-0.125,0.092,0.252940246,0.032000002,0.167999998,0.801000059,0.5,0,1.747742499
1105,18,2,4.71,2.79,0,1.0,1101.0,0.148,-0.075,0.067,0.13490203,0.009,0.129999995,0.860999942,0.4,0,3.084832905
1106,18,2,4.71,2.79,0,1.0,964.0,0.15,-0.127,0.103,0.199607339,0.01,0.158999994,0.83100003,0.4,0,3.799572548
1107,18,2,4.71,2.79,0,1.0,960.0,0.054,-0.046,0.109,0.141906054,0.319999993,0.112000003,0.568000019,0.4,0,3.089785533
1108,17,2,4.71,2.79,0,1.0,1031.0,0.122,-0.136,0.035,0.134070666,0.008,0.094999999,0.897000015,0.4,0,6.5913371
1109,17,3,4.71,2.79,0,1.0,937.0,0.24,-0.302,0.069,0.182395958,0.011,0.012,0.976999998,1.8,0,2.491280518
1110,17,4,4.71,2.79,0,1.0,894.0,0.342,-0.389,0.142,0.325983462,0.028999999,0.381999999,0.588999987,1.7,0,4.536082474
1111,17,3,4.71,2.79,0,1.0,835.0,0.401,-0.165,0.132,0.2446792,0.407999992,0.237000003,0.356000006,2.9,0,3.219198127
1112,17,3,4.71,2.79,0,1.0,1027.0,0.303,-0.144,0.067,0.237241723,0.582000017,0.025,0.393000007,2.9,0,4.032258065
1113,17,3,4.71,2.79,0,1.0,1050.0,0.124,-0.053,0.067,0.212688813,0.021,0.082000002,0.896000028,2.8,0,2.802101576
1114,17,3,4.71,2.79,0,1.0,1011.0,0.177,-0.14,0.071,0.251627227,0.003,0.419,0.578000069,3.2,0,3.151862464
1115,17,2,4.71,2.79,0,1.0,968.0,0.126,-0.169,0.036,0.246727288,0.123999998,0.104999997,0.771000028,2.6,0,3.179650238
1116,16,2,4.71,2.79,0,1.0,835.0,0.223,-0.185,0.09,0.165768068,0.041999999,0.104000002,0.853999972,0.4,0,3.064719668
1117,16,2,4.71,2.79,0,1.0,1058.0,0.174,-0.244,0.047,0.223299621,0.375,0.075000003,0.550999999,0.4,0,3.788634098
1118,16,2,4.71,2.79,0,1.0,921.0,0.21,-0.257,0.065,0.179368341,0.02,0.022,0.958999991,0.4,0,5.016722408
1119,16,1,4.71,2.79,0,1.0,1027.0,0.194,-0.166,0.047,0.220046361,0.015,0.279000014,0.704999983,1.7,0,2.554060957
1120,16,1,4.71,2.79,0,1.0,1050.0,0.243,-0.195,0.111,0.262282624,0.120999999,0.263999999,0.61500001,1.8,0,3.06372549
1121,15,1,4.71,2.79,0,1.0,1093.0,0.131,-0.157,0.086,0.208756771,0.075999998,0.289999992,0.633000016,1.8,0,3.167255451
1122,15,1,4.71,2.79,0,1.0,1007.0,0.437,-0.257,0.175,0.323860164,0.025,0.072999999,0.902999997,1.7,0,2.625246117
1123,15,1,4.71,2.79,0,1.0,1011.0,0.525,-0.253,0.183,0.410002734,0.071000002,0.157000005,0.770999968,1.6,0,3.720930233
1124,15,1,4.71,2.79,0,1.0,882.0,0.382,-0.195,0.15,0.279815061,0.018999999,0.144999996,0.836000085,1.6,0,3.401360544
1125,15,1,4.71,2.79,0,1.0,1085.0,0.293,-0.147,0.06,0.184057266,0.150000006,0.120999999,0.728999972,1.6,0,3.790271636
1126,15,1,4.71,2.79,0,1.0,1000.0,0.163,-0.196,0.054,0.227580121,0.177000001,0.086000003,0.736999989,1.6,0,4.049676026
1127,15,1,4.71,2.79,0,1.0,1011.0,0.158,-0.13,0.013,0.134533954,0.138999999,0.167999998,0.692999959,1.6,0,4.047093451
1128,15,1,4.71,2.79,0,1.0,960.0,0.179,-0.211,0.064,0.232791375,0.083999999,0.379999995,0.534999967,1.6,0,2.720751917
1129,15,1,4.71,2.79,0,1.0,1027.0,0.344,-0.318,0.135,0.326854565,0.033,0.088,0.879000068,1.6,0,3.424657534
